id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
,,7000,7000,7000, 36 months,18.94,256.38,D,D2,Supervisory Management Analyst,6 years,OWN,98000,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,441xx,OH,38.97,0,Dec-2004,1,,,15,0,86582,65.7,20,f,6705.90,6705.90,501.71,501.71,294.10,207.61,0.0,0.0,0.0,Feb-2019,256.38,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,167750,1,4,1,1,9,81168,64,2,2,9932,65,109000,1,0,3,3,11183,5851,81.1,0,0,137,158,3,3,1,3,,3,,0,6,9,6,6,7,11,12,9,15,0,0,0,3,100,50,0,0,252956,167750,31000,143956,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10000,10000,10000, 36 months,11.8,331.19,B,B4,Director of Maintenance ,1 year,RENT,100000,Source Verified,Dec-2018,Fully Paid,n,,,debt_consolidation,Debt consolidation,600xx,IL,10.6,1,Jun-1982,1,6,,10,0,1229,17.3,21,w,0.00,0.00,10148.8729254647,10148.87,10000.00,148.87,0.0,0.0,0.0,Jan-2019,10158.7,,Feb-2019,0,6,1,Individual,,,,0,0,23547,1,3,1,2,12,22318,48,1,2,963,44,45100,1,0,3,4,2616,40871,30,1,0,75,438,0,0,0,0,46,0,46,7,2,2,5,11,4,7,16,2,10,0,0,1,2,61.9,0,0,0,91319,23547,42100,46219,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,5000,5000,5000, 36 months,8.19,157.13,A,A4,Physical Therapist,2 years,RENT,73000,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,857xx,AZ,21.52,0,Sep-1988,0,,,7,0,3959,19.3,25,w,4753.15,4753.15,310.85,310.85,246.85,64.00,0.0,0.0,0.0,Feb-2019,157.13,Mar-2019,Feb-2019,0,,1,Individual,,,,0,51,125072,0,3,1,1,11,121113,44,0,0,3959,32,20500,1,0,1,1,17867,16541,19.3,0,0,148,363,25,11,0,25,,11,,0,1,1,4,5,20,4,5,1,7,0,0,0,1,100,0,0,0,150024,125072,20500,129524,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10000,10000,9975, 60 months,13.56,230.41,C,C1,Senior Revenue Manager,2 years,RENT,105000,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,941xx,CA,21.25,0,Jul-2012,0,,,12,0,25984,81.2,21,f,9763.85,9739.44,449.52,448.40,236.15,213.37,0.0,0.0,0.0,Feb-2019,230.41,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,120004,0,3,0,3,19,90671,92,0,2,9763,88,32000,0,0,0,5,10000,5482,82.3,0,0,76,77,13,13,0,13,,13,,0,7,8,7,9,9,8,11,8,12,0,0,0,0,100,71.4,0,0,131744,120004,30900,96395,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,15000,15000,15000, 36 months,8.81,475.68,A,A5,,n/a,MORTGAGE,76000,Not Verified,Dec-2018,Current,n,,,home_improvement,Home improvement,890xx,NV,17.97,0,May-1997,0,30,,9,0,113560,17.3,22,w,14266.21,14266.21,940.35,940.35,733.79,206.56,0.0,0.0,0.0,Feb-2019,475.68,Mar-2019,Feb-2019,0,30,1,Individual,,,,0,473,113560,2,0,0,1,17,0,,2,3,3494,17,174800,0,1,1,5,12618,40774,15.6,0,0,149,259,4,4,0,4,30,9,30,3,3,4,6,11,5,8,16,5,9,0,0,0,2,86.4,0,0,0,175735,113560,48300,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,11200,11200,11200, 60 months,12.98,254.72,B,B5,Vp business banking ,4 years,RENT,125000,Source Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,191xx,PA,21.9,0,Mar-2009,2,47,,13,0,24532,77.9,29,w,0.00,0.00,11429.0756393618,11429.08,11200.00,229.08,0.0,0.0,0.0,Feb-2019,11186.47,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,68531,0,2,0,0,27,43999,73,0,0,15178,76,31500,0,8,3,0,5272,4968,83.2,0,0,117,88,25,25,1,25,,4,,0,7,7,8,11,14,11,14,7,13,0,0,0,0,96.6,62.5,0,0,99525,68531,29500,68025,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,5000,5000,5000, 36 months,14.47,172.04,C,C2,Overnight team member,2 years,RENT,33000,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,331xx,FL,3.64,0,Mar-2014,1,,,3,0,2384,91.7,3,w,4775.16,4775.16,338.05,338.05,224.84,113.21,0.0,0.0,0.0,Feb-2019,172.04,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,2384,0,0,0,0,,0,,0,0,1266,92,2600,0,0,2,0,795,216,91.7,0,0,,57,32,32,0,32,,0,,0,3,3,3,3,0,3,3,3,3,0,0,0,0,100,100,0,0,2600,2384,2600,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,8000,8000,8000, 36 months,13.56,271.72,C,C1,Health Ins Specialist ,10+ years,RENT,119000,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,981xx,WA,17.94,0,Jul-1999,1,50,,6,0,6924,76.9,26,w,7635.31,7635.31,534.4,534.40,364.69,169.71,0.0,0.0,0.0,Feb-2019,271.72,Mar-2019,Feb-2019,0,54,1,Individual,,,,0,0,139794,1,3,1,2,4,127720,81,0,0,6924,81,9000,2,0,1,2,23299,2076,76.9,0,0,172,233,64,4,1,64,109,4,109,16,1,1,1,2,20,1,3,1,6,0,0,0,1,30.8,100,0,0,156953,139794,9000,142291,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,3600,3600,3575, 36 months,8.19,113.13,A,A4,Maintence,8 years,MORTGAGE,45000,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,194xx,PA,18.21,0,Jun-1993,0,36,,8,0,3697,10.8,22,f,3422.28,3398.51,223.8,222.25,177.72,46.08,0.0,0.0,0.0,Feb-2019,113.13,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,122383,0,2,1,2,9,22153,80,1,1,1705,42,34300,1,0,1,3,15298,24037,11,0,0,131,306,12,9,2,12,36,10,36,0,3,4,3,10,5,5,15,4,8,0,0,0,2,90.9,0,0,0,182922,25850,27000,27836,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,22000,22000,22000, 36 months,7.56,684.95,A,A3,Recruiter ,10+ years,MORTGAGE,70000,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,316xx,GA,23.61,1,Jun-2004,0,18,,10,0,21945,60.5,22,w,21453.65,21453.65,675.71,675.71,546.35,129.36,0.0,0.0,0.0,Feb-2019,689.57,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,300341,0,1,1,1,8,48385,,0,1,9481,61,36300,1,1,3,2,30034,13040,51.3,0,0,122,174,14,8,2,14,18,8,18,0,2,4,6,8,7,8,13,4,10,0,0,0,1,95.5,16.7,0,0,336639,70330,26800,51604,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,32000,32000,32000, 60 months,12.98,727.78,B,B5,Retail Store Manager,< 1 year,RENT,140000,Not Verified,Dec-2018,Current,n,,,house,Home buying,201xx,VA,27.44,2,Dec-1993,0,15,,13,0,33688,75.4,24,w,31232.58,31232.58,1420.95,1420.95,767.42,653.53,0.0,0.0,0.0,Feb-2019,727.78,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,113123,1,5,1,2,3,58961,69,0,0,11147,68,44100,0,0,1,2,8702,3766,83.8,0,0,143,300,30,3,0,30,,11,,0,3,6,3,7,8,6,13,6,13,0,0,0,1,85.7,66.7,0,0,196688,113123,23300,118338,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,40000,40000,40000, 60 months,8.19,814.7,A,A4,Cyber Security Engineer,1 year,RENT,200400,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,210xx,MD,6.5,1,May-2008,1,8,,17,0,58768,47.3,32,w,38912.90,38912.90,1602.1,1602.10,1087.10,515.00,0.0,0.0,0.0,Feb-2019,814.7,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,451438,1,1,0,0,53,37189,,6,6,13485,47,119800,1,1,4,8,26555,60032,47.7,0,0,127,122,1,1,3,12,8,1,8,0,11,11,13,18,5,14,24,11,17,0,0,0,6,100,46.2,0,0,520985,95957,118800,36685,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,2400,2400,2375, 36 months,7.56,74.73,A,A3,,n/a,MORTGAGE,48000,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,338xx,FL,16.43,0,Feb-2005,0,,84,6,1,3607,12.8,29,f,2154.46,2132.02,272.95,270.11,245.54,27.41,0.0,0.0,0.0,Feb-2019,74.73,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,185213,1,1,2,4,9,29765,89,1,1,3433,54,28200,2,0,2,7,30869,18900,16,0,0,97,166,11,5,5,47,,6,,0,2,3,2,4,16,4,8,3,6,0,0,0,4,100,0,1,0,214169,33372,22500,33319,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,6000,6000,6000, 36 months,10.33,194.54,B,B1,Compliance Manager,4 years,MORTGAGE,90000,Not Verified,Dec-2018,Current,n,,,home_improvement,Home improvement,061xx,CT,14.83,0,Mar-2005,0,,,14,0,10453,18.4,24,w,5712.99,5712.99,383.92,383.92,287.01,96.91,0.0,0.0,0.0,Feb-2019,194.54,Mar-2019,Feb-2019,0,,1,Joint App,150000,15.28,Not Verified,0,0,370990,0,6,1,3,7,91094,104,0,2,9057,62,56800,1,0,1,6,26499,39020,20.9,0,0,124,165,17,7,2,23,,8,,0,2,3,4,7,11,7,11,3,14,0,0,0,1,100,0,0,0,428789,101547,49300,97061,19489,Feb-1995,1,5,8,36.6,1,14,0,0,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,13500,13500,13500, 60 months,8.19,274.97,A,A4,R.N. Case Manager,< 1 year,MORTGAGE,74500,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,373xx,TN,22.13,0,Sep-2006,1,,,14,0,25240,45.2,23,w,13317.16,13317.16,281.12,281.12,182.84,98.28,0.0,0.0,0.0,Feb-2019,290.33,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,286517,2,3,1,3,3,31775,80,1,3,5665,60,55800,2,3,2,6,20466,20222,53,0,0,102,147,2,2,6,2,,4,,0,7,8,7,7,6,10,11,8,14,0,0,0,2,100,0,0,0,339943,57015,43000,39643,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,3125,3125,3125, 36 months,6.46,95.73,A,A1,Software Engineer,10+ years,RENT,80000,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,430xx,OH,12.17,0,Oct-2005,1,48,115,9,1,3507,16.2,15,w,2966.76,2966.76,189.78,189.78,158.24,31.54,0.0,0.0,0.0,Feb-2019,95.73,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,16818,1,2,0,1,16,13311,33,2,2,1666,27,21600,0,0,3,3,1869,9149,24.4,0,0,158,138,3,3,0,70,,0,51,0,2,3,3,6,5,6,10,3,9,0,0,0,2,86.7,0,1,0,62358,16818,12100,40758,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,35000,35000,35000, 60 months,11.31,766.41,B,B3,Shop Foreman,4 years,RENT,95000,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,707xx,LA,16.98,0,Jul-2005,0,,,9,0,18877,49.0,15,w,34122.82,34122.82,1499.83,1499.83,877.18,622.65,0.0,0.0,0.0,Feb-2019,766.41,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,64913,0,3,1,1,11,46036,72,1,1,5143,63,38500,0,1,1,2,7213,17623,51.7,0,0,161,139,10,10,1,10,,10,,0,5,5,5,6,6,6,8,5,9,0,0,0,2,100,0,0,0,102626,64913,36500,64126,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,12000,12000,12000, 36 months,8.81,380.54,A,A5,Operations manager,6 years,MORTGAGE,90000,Source Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,305xx,GA,5.55,0,Apr-1993,1,45,,9,0,6453,27.3,24,w,11412.97,11412.97,752.27,752.27,587.03,165.24,0.0,0.0,0.0,Feb-2019,380.54,Mar-2019,Feb-2019,0,63,1,Individual,,,,0,0,233872,7,0,1,3,10,0,,6,8,2960,27,23600,1,0,3,12,25986,11702,27.3,0,0,172,308,1,1,3,1,63,5,45,4,5,6,6,10,8,8,13,6,9,0,0,0,8,70.8,0,0,0,251600,6453,16100,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,35000,35000,35000, 36 months,15.02,1213.63,C,C3,Director of Marketing,8 years,RENT,76000,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,787xx,TX,26.32,0,Nov-1994,0,,,10,0,43899,71.0,17,w,34224.45,34224.45,1213.63,1213.63,775.55,438.08,0.0,0.0,0.0,Feb-2019,1257.44,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,56382,0,2,0,0,26,12483,31,0,0,10708,56,61800,0,2,0,0,6265,17901,71,0,0,185,289,26,26,0,26,,,,0,6,6,7,8,7,8,10,6,10,0,0,0,0,100,71.4,0,0,101535,56382,61800,39735,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,12000,12000,12000, 36 months,11.31,394.63,B,B3,Dir of Education ,1 year,MORTGAGE,120000,Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,300xx,GA,12.48,2,Aug-2003,1,3,,23,0,8014,15.3,29,w,11434.29,11434.29,777.95,777.95,565.71,212.24,0.0,0.0,0.0,Feb-2019,394.63,Mar-2019,Feb-2019,1,3,1,Individual,,,,0,0,422607,5,10,2,4,5,82708,98,5,8,2590,60,52400,1,0,9,13,18374,42307,14,0,0,33,184,0,0,2,0,4,2,4,1,5,6,9,12,10,12,16,6,23,0,0,1,8,93.1,11.1,0,0,484735,90722,49200,98494,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,6000,6000,6000, 36 months,6.46,183.79,A,A1,Education Manager,10+ years,MORTGAGE,54000,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,183xx,PA,13.94,0,Sep-1993,0,75,,11,0,15607,35.3,19,f,5696.20,5696.20,364.35,364.35,303.80,60.55,0.0,0.0,0.0,Feb-2019,183.79,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,300905,2,0,0,0,,0,,2,3,4483,35,44200,0,0,0,3,27355,17305,42.5,0,0,,303,0,0,3,5,,15,,0,4,9,5,7,0,10,16,9,10,0,0,0,2,94.4,0,0,0,382700,15607,30100,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,7400,7400,7400, 36 months,26.31,299.38,E,E4,Occupational Therapist,10+ years,MORTGAGE,50000,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,278xx,NC,22.17,0,Jul-1983,1,,34,8,1,4202,72.4,22,w,7122.72,7122.72,582.54,582.54,277.28,305.26,0.0,0.0,0.0,Feb-2019,299.38,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,34587,1,1,1,1,12,20360,84,4,4,1867,86,5800,0,0,2,5,4323,928,78.4,0,0,86,229,3,3,2,9,,1,,0,3,4,4,7,2,6,17,4,8,0,0,0,5,94.7,75,1,0,40162,34587,4300,24337,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,22000,22000,22000, 36 months,6.46,673.88,A,A1,BUS DISPATCHER,10+ years,MORTGAGE,145000,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,109xx,NY,23.44,0,Jul-1995,0,,,20,0,24247,22.7,35,w,20886.12,20886.12,1335.92,1335.92,1113.88,222.04,0.0,0.0,0.0,Feb-2019,673.88,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,321324,1,5,0,3,16,39530,60,1,2,6031,37,106600,2,3,0,5,16066,66513,25.2,0,0,122,281,6,6,2,19,,16,,0,8,10,11,16,10,14,23,10,20,0,0,0,1,100,0,0,0,466100,63777,88900,65500,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,24825,24825,24825, 36 months,23.4,966.16,E,E1,Transportation specilist ,10+ years,MORTGAGE,85000,Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,282xx,NC,33.74,0,Sep-2001,0,53,,13,0,22604,86.9,30,f,23851.45,23851.45,1883.91,1883.91,973.55,910.36,0.0,0.0,0.0,Feb-2019,966.16,Mar-2019,Feb-2019,0,,1,Joint App,275000,17.51,Source Verified,0,0,325113,0,6,1,3,10,56524,70,0,3,7930,75,26000,0,0,1,6,25009,48,99.7,0,0,104,207,14,10,4,14,,12,53,0,2,6,2,7,9,6,17,6,13,0,0,0,1,96.7,100,0,0,383214,79128,14900,101795,85303,Sep-1985,0,2,22,98,7,37,0,0,45,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10000,10000,10000, 36 months,16.14,352.27,C,C4,MANAGER,10+ years,MORTGAGE,94000,Source Verified,Dec-2018,Current,n,,,moving,Moving and relocation,171xx,PA,16.05,0,Mar-1996,0,,,6,0,36280,79.0,13,w,9561.53,9561.53,691.09,691.09,438.47,252.62,0.0,0.0,0.0,Feb-2019,352.27,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,221119,0,1,1,1,10,11189,74,0,0,15267,78,45900,0,0,1,2,36853,9620,79,0,0,125,273,64,10,2,64,,10,,0,4,4,4,4,6,4,5,4,6,0,0,0,1,100,75,0,0,237381,47469,45900,15047,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,4000,4000,4000, 36 months,17.97,144.55,D,D1,operation supervisor,10+ years,MORTGAGE,90000,Not Verified,Dec-2018,Current,n,,,other,Other,180xx,PA,27.96,0,Dec-2002,0,44,,15,0,25525,75.1,30,w,3829.43,3829.43,283.11,283.11,170.57,112.54,0.0,0.0,0.0,Feb-2019,144.55,Mar-2019,Feb-2019,0,71,1,Individual,,,,0,0,159600,1,6,1,2,2,18529,33,2,3,8736,49,34000,1,0,1,6,11400,4543,83.7,0,0,152,192,12,2,1,12,47,10,44,0,5,7,6,8,12,8,17,7,15,0,0,0,4,86.7,80,0,0,206741,44054,27900,56366,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,35000,35000,35000, 36 months,7.02,1081.02,A,A2,General Foreman,10+ years,MORTGAGE,133000,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,023xx,MA,9.5,0,Feb-2001,0,,,17,0,7352,8.8,29,w,23059.22,23059.22,12234.39,12234.39,11940.78,293.61,0.0,0.0,0.0,Feb-2019,1081.02,Mar-2019,Feb-2019,0,,1,Individual,,,,0,423,183413,2,5,4,4,2,31732,61,1,2,6429,29,83500,2,2,7,6,10789,54430,11.4,0,0,137,214,5,2,2,5,,4,,0,4,6,7,8,11,11,16,6,17,0,0,0,5,100,0,0,0,315404,39084,61400,51904,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,40000,40000,40000, 36 months,7.02,1235.45,A,A2,Care Manager,2 years,MORTGAGE,100000,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,984xx,WA,15.08,0,Feb-1997,0,40,,11,0,12727,16.6,24,w,38998.55,38998.55,1329.05,1329.05,1001.45,327.60,0.0,0.0,0.0,Feb-2019,1352.45,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,56762,1,1,0,1,23,40970,,1,2,5649,15,76700,0,0,1,3,5160,56975,16.8,0,0,262,223,1,1,0,1,40,7,40,0,6,8,6,10,9,9,14,8,11,0,0,0,1,95.8,0,0,0,152227,56762,68500,50000,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,16000,16000,16000, 60 months,11.8,354.3,B,B4,Department Manager,10+ years,MORTGAGE,50000,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,014xx,MA,29.74,0,Jul-2003,2,,,16,0,11745,25.4,22,w,15604.13,15604.13,692.87,692.87,395.87,297.00,0.0,0.0,0.0,Feb-2019,354.3,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,133254,1,3,1,3,6,31678,86,0,2,3239,52,46200,0,0,2,5,8328,27178,29.4,0,0,151,185,18,6,1,19,,1,,0,5,8,8,8,6,12,15,8,16,0,0,0,1,100,0,0,0,178050,43423,38500,36850,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,6000,6000,6000, 36 months,13.56,203.79,C,C1,Sr Account Mgr Sales,2 years,OWN,40000,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,117xx,NY,19.68,0,Mar-2012,0,,89,6,1,8885,37.8,10,w,5726.48,5726.48,400.8,400.80,273.52,127.28,0.0,0.0,0.0,Feb-2019,203.79,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,22228,1,1,2,2,6,13343,86,2,3,4790,57,23500,3,0,3,5,3705,11615,43.3,0,0,81,55,8,6,0,8,,6,,0,2,2,3,4,4,5,6,2,6,0,0,0,4,100,0,1,0,38995,22228,20500,15495,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,20000,20000,20000, 36 months,11.31,657.72,B,B3,,< 1 year,RENT,100000,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,282xx,NC,16.7,0,Sep-2004,0,,,10,0,35117,82.2,14,f,19057.14,19057.14,1296.59,1296.59,942.86,353.73,0.0,0.0,0.0,Feb-2019,657.72,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,42785,0,5,0,0,58,7668,18,1,1,14657,50,42700,0,0,1,1,4279,195,99.4,0,0,171,153,11,11,0,11,,11,,0,4,5,4,4,8,5,6,5,10,0,0,0,1,100,100,0,0,85264,42785,35100,42564,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,23000,23000,23000, 60 months,8.81,475.33,A,A5,,n/a,MORTGAGE,85000,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,546xx,WI,36.47,0,Sep-2000,1,69,,18,0,26945,24.6,60,w,22384.81,22384.81,933.77,933.77,615.19,318.58,0.0,0.0,0.0,Feb-2019,475.33,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,305101,3,3,2,3,4,104017,,2,6,13425,25,109600,1,13,6,9,16950,46123,27.7,0,0,157,219,1,1,5,40,,1,,0,4,8,4,18,18,13,36,8,18,0,0,0,4,98.3,0,0,0,447403,130962,63800,122303,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,13000,13000,13000, 36 months,8.81,412.25,A,A5,Loan Counselor,2 years,RENT,45000,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,335xx,FL,24.51,0,Jul-2006,0,,,20,0,12469,37.7,24,f,12364.06,12364.06,814.96,814.96,635.94,179.02,0.0,0.0,0.0,Feb-2019,412.25,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,73367,2,10,5,9,2,60898,76,0,4,4667,65,34600,0,4,0,13,3668,3453,62.9,0,0,149,141,14,2,0,14,,14,,0,2,6,2,2,13,10,11,6,20,0,0,0,5,100,50,0,0,115121,73367,9300,80521,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,30000,30000,30000, 36 months,14.47,1032.2,C,C2,,< 1 year,OWN,240000,Not Verified,Dec-2018,Current,n,,,home_improvement,Home improvement,331xx,FL,2.43,0,May-2004,0,,,4,0,19403,45.0,10,f,28651.02,28651.02,2028.22,2028.22,1348.98,679.24,0.0,0.0,0.0,Feb-2019,1032.2,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,19403,0,0,0,0,,0,,0,0,9797,45,43100,2,0,0,0,4851,11914,61.4,0,0,,154,95,95,0,95,,13,,0,3,4,3,5,0,4,9,4,4,0,0,0,0,100,0,0,0,43100,19403,30900,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,15000,15000,15000, 60 months,8.19,305.52,A,A4,Cusromer service rep,7 years,MORTGAGE,30000,Verified,Dec-2018,Current,n,,,home_improvement,Home improvement,329xx,FL,14.99,0,Aug-2003,0,,,6,0,7925,29.6,17,w,14592.32,14592.32,600.8,600.80,407.68,193.12,0.0,0.0,0.0,Feb-2019,305.52,Mar-2019,Feb-2019,0,,1,Joint App,90000,6.51,Verified,0,0,262947,1,2,1,1,7,17927,83,1,2,7925,54,26800,0,5,5,4,43825,18875,29.6,0,0,144,184,9,3,5,9,,4,,0,1,1,3,3,8,3,4,1,6,0,0,0,3,93.8,0,0,0,285944,25852,26800,21528,12140,Dec-2006,0,5,21,6.1,12,13,0,0,52,N,,,,,,,,,,,,,,,Cash,N,,,,,,
